annotation_lbl,category,sentence
parts_mag_1971_491323.txt-31-34_part_fic_1843_7208.txt-9767-8,Identical,"The Americans do not think that man and woman have either the duty or the right to per -- form the same offices, but they show an equal regard for both their respective parts; and. || Ishmael, in the meantime, performed the part cast to him, by happening in the neighborhoods where Fyler plied his calling, and taking occasion to point him out to various doctors, as a worthy old gentleman (reduced in circumstances), a little beside himself, and whom he would be sorry to see committing any violence, such as braining a child or the like."
parts_mag_1971_491323.txt-31-34_part_nf_1975_774042.txt-1179-30,Distantly Related,"The Americans do not think that man and woman have either the duty or the right to per -- form the same offices, but they show an equal regard for both their respective parts; and. || Another explorer who received scant recognition for his discoveries was Antonio de la Roche, the little-known London merchant who was first to sight land which might be regarded as part of Antarctica itself."
parts_mag_1971_491323.txt-31-34_parts_fic_1847_7152.txt-704-37,Distantly Related,"The Americans do not think that man and woman have either the duty or the right to per -- form the same offices, but they show an equal regard for both their respective parts; and. || Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you."
parts_mag_1971_491323.txt-31-34_parts_news_2004_640284.txt-4-4,Distantly Related,"The Americans do not think that man and woman have either the duty or the right to per -- form the same offices, but they show an equal regard for both their respective parts; and. || Building jewels in unexpected parts of London is the 37-year-old Ghanaian architect's stock in trade, making him one of the city's hottest stars in the field. """
parts_mag_1980_432017.txt-25-34_part_mag_1991_422282.txt-25-21,Distantly Related,"Already hurrying to pare down the size of cars to meet federal regulations and stiff foreign competition, they can achieve substantial savings on production and tooling costs by establishing a global network of parts and assembly plants. "" || When a Washington, D.C., woman complained in the mid-1970s of retaliation by a supervisor after she refused to take part in an "" after-hours affair, "" a federal judge ruled that the 1964 Civil Rights Act, which bars sex discrimination, did not apply."
parts_mag_1983_298926.txt-26-15_part_fic_2000_14544.txt-546-4,Distantly Related,"Even if the infant recovery survives, it may grow up deformed, with some parts of the economy performing far worse than others. || That's the only part I happen to be familiar with.And anyway I am becoming a little uncomfortable."
parts_mag_1993_425236.txt-48-9_part_nf_1969_774314.txt-1448-7,Identical,"The idea was to try to re-create days and parts of the life of one of the forty-two men who have been at the center: what the President knew and when he knew it, what he heard, what he read, what he saw, what he said, what he || Before then, after tobacco had become part of everyday custom in every part of the Western world, pipe tongs graced many a fashionable hearth and were considered utensils; but because they held a prominent position in the sitting room, they were usually finely made and nicely decorated, giving them a position midway between utensils and decorative ironwork."
parts_mag_1993_425236.txt-48-9_parts_fic_1847_7152.txt-704-37,Closely Related,"The idea was to try to re-create days and parts of the life of one of the forty-two men who have been at the center: what the President knew and when he knew it, what he heard, what he read, what he saw, what he said, what he || Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you."
parts_news_1991_654815.txt-110-6_part_fic_2006_27852.txt-301-18,Closely Related,"I would focus on the negative parts when talking to the kids about the movie. || It will simply ensure that you spend the rest of your life as you have spent the first part it, existing on the margins of respectability and clinging by your fingertips to economic survival. """
parts_news_1997_621089.txt-202-25_part_mag_1844_587318.txt-845-10,Identical,"He deals with the parts of the uni verse and the whole of the universe, and he theorizes that things that look like separate parts of the universe emerge out of a pool, which he calls the common pool of information. || In various ways, besides the appropriation, by a part, of an undue share of the products, industry is barren of results, its activity is dissipated in profitless toil, and it is made a drudgery and curse."
parts_news_1997_621089.txt-202-25_parts_nf_1857_755095.txt-581-3,Closely Related,"He deals with the parts of the uni verse and the whole of the universe, and he theorizes that things that look like separate parts of the universe emerge out of a pool, which he calls the common pool of information. || errand to those parts, and his surprise at meeting with English traders in a country to which England had no pretensions; intimating that, in future, any intruders of the kind would be rigorously dealt with."
parts_news_2004_640284.txt-4-4_part_fic_1971_10547.txt-7727-6,Distantly Related,"Building jewels in unexpected parts of London is the 37-year-old Ghanaian architect's stock in trade, making him one of the city's hottest stars in the field. "" || The books in the study were part of the furnishings and Chris was unfamiliar with them."
parts_news_2004_640284.txt-4-4_part_mag_1846_524042.txt-173-25,Distantly Related,"Building jewels in unexpected parts of London is the 37-year-old Ghanaian architect's stock in trade, making him one of the city's hottest stars in the field. "" || Where, however, a dull and spiritless millionaire, ambitious of notoriety without the talent to acquire legitimate reputation, happens to be a part proprietor of"
parts_news_2004_640284.txt-4-4_parts_nf_1839_747920.txt-1901-86,Closely Related,"Building jewels in unexpected parts of London is the 37-year-old Ghanaian architect's stock in trade, making him one of the city's hottest stars in the field. "" || He understands it therefore to be his duty, as a member of the Committee of Com missions, and especially in view of the rules adopted this morning, on the motion of Dr. Alexander, (and he will act on that understanding, unless otherwise expressly directed by the Assembly,) to enrol only such commissioners to the next Assembly as shall come from Presbyteries, now, or at the close of this Assembly, recognised to be component and integral parts of the Presbyterian Church; and that, to the Assembly so constituted, when duly organized for the transaction of business, it will be his duty to report the names of persons claiming to be commissioners from Presbyteries that may be"
parts_nf_1824_747448.txt-289-3_part_mag_1963_248804.txt-14-6,Closely Related,"There are few parts that * ' may not, and none that will not, be read by women. "" || If the injury was in a part of an arm or leg that could be dipped in water, it was dunked, then ice cubes were dropped into the water until the cycle of discomfort ended in numbness."
parts_nf_1824_747448.txt-289-3_parts_mag_1822_553396.txt-366-22,Distantly Related,"There are few parts that * ' may not, and none that will not, be read by women. "" || All parts of the tree are penetrated by pyrites of a brass yellow colour, disseminated through the most solid and stony parts of the interior, -- filling interstices in the outer rind, or investing its capillary pores."
parts_nf_1827_747521.txt-936-91_part_fic_2000_14544.txt-546-4,Closely Related,"H perpendicular to the side of the rail; by reckoning round the dotted line from 5 to 10, you will find there are five treads, or five winders; therefore from q to 5, set up the height of five steps; produce the longest side, a b, of the pitchboard D, to c bisect 6 c, at 2; draw a line from 2 to 5; then divide 2 6 and 2 5, each into the same number of equal parts, and intersect the angle by the common method of intersecting lines, will give the under edge of the falling mould; then a line drawn parallel to it, the thickness of the rail, will give the upper edge, which is the falling mould for half the rail; draw the lines I I, 2 k, 3 i, and 4 h, parallel to b q, to intersect the falling mould, at the points h, i, k, I; from these points draw the parallel dotted lines || That's the only part I happen to be familiar with.And anyway I am becoming a little uncomfortable."
parts_nf_1827_747521.txt-936-91_parts_nf_1857_755095.txt-581-3,Distantly Related,"H perpendicular to the side of the rail; by reckoning round the dotted line from 5 to 10, you will find there are five treads, or five winders; therefore from q to 5, set up the height of five steps; produce the longest side, a b, of the pitchboard D, to c bisect 6 c, at 2; draw a line from 2 to 5; then divide 2 6 and 2 5, each into the same number of equal parts, and intersect the angle by the common method of intersecting lines, will give the under edge of the falling mould; then a line drawn parallel to it, the thickness of the rail, will give the upper edge, which is the falling mould for half the rail; draw the lines I I, 2 k, 3 i, and 4 h, parallel to b q, to intersect the falling mould, at the points h, i, k, I; from these points draw the parallel dotted lines || errand to those parts, and his surprise at meeting with English traders in a country to which England had no pretensions; intimating that, in future, any intruders of the kind would be rigorously dealt with."
parts_nf_1839_747920.txt-1901-86_part_fic_1832_8798.txt-1236-5,Closely Related,"He understands it therefore to be his duty, as a member of the Committee of Com missions, and especially in view of the rules adopted this morning, on the motion of Dr. Alexander, (and he will act on that understanding, unless otherwise expressly directed by the Assembly,) to enrol only such commissioners to the next Assembly as shall come from Presbyteries, now, or at the close of this Assembly, recognised to be component and integral parts of the Presbyterian Church; and that, to the Assembly so constituted, when duly organized for the transaction of business, it will be his duty to report the names of persons claiming to be commissioners from Presbyteries that may be || Enter Barri from the inner part of the tent, guarded."
parts_nf_1839_747920.txt-1901-86_part_news_1970_728376.txt-129-2,Distantly Related,"He understands it therefore to be his duty, as a member of the Committee of Com missions, and especially in view of the rules adopted this morning, on the motion of Dr. Alexander, (and he will act on that understanding, unless otherwise expressly directed by the Assembly,) to enrol only such commissioners to the next Assembly as shall come from Presbyteries, now, or at the close of this Assembly, recognised to be component and integral parts of the Presbyterian Church; and that, to the Assembly so constituted, when duly organized for the transaction of business, it will be his duty to report the names of persons claiming to be commissioners from Presbyteries that may be || For his part n a London demonstration in 961 he went unrepentantly to ail."
parts_nf_1839_747920.txt-1901-86_part_nf_1829_747740.txt-162-6,Closely Related,"He understands it therefore to be his duty, as a member of the Committee of Com missions, and especially in view of the rules adopted this morning, on the motion of Dr. Alexander, (and he will act on that understanding, unless otherwise expressly directed by the Assembly,) to enrol only such commissioners to the next Assembly as shall come from Presbyteries, now, or at the close of this Assembly, recognised to be component and integral parts of the Presbyterian Church; and that, to the Assembly so constituted, when duly organized for the transaction of business, it will be his duty to report the names of persons claiming to be commissioners from Presbyteries that may be || What I have seen as a part of the will of that God who is so wise as to do nothing and require nothing in /z/ vain, can not be so accounted by me."
parts_nf_1839_747920.txt-1901-86_parts_fic_1832_7177.txt-509-4,Distantly Related,"He understands it therefore to be his duty, as a member of the Committee of Com missions, and especially in view of the rules adopted this morning, on the motion of Dr. Alexander, (and he will act on that understanding, unless otherwise expressly directed by the Assembly,) to enrol only such commissioners to the next Assembly as shall come from Presbyteries, now, or at the close of this Assembly, recognised to be component and integral parts of the Presbyterian Church; and that, to the Assembly so constituted, when duly organized for the transaction of business, it will be his duty to report the names of persons claiming to be commissioners from Presbyteries that may be || The folks in these parts have their own notions of the matter; but they don't like to speak freely on the subject."
parts_nf_1839_747920.txt-1901-86_parts_nf_1961_773666.txt-195-20,Distantly Related,"He understands it therefore to be his duty, as a member of the Committee of Com missions, and especially in view of the rules adopted this morning, on the motion of Dr. Alexander, (and he will act on that understanding, unless otherwise expressly directed by the Assembly,) to enrol only such commissioners to the next Assembly as shall come from Presbyteries, now, or at the close of this Assembly, recognised to be component and integral parts of the Presbyterian Church; and that, to the Assembly so constituted, when duly organized for the transaction of business, it will be his duty to report the names of persons claiming to be commissioners from Presbyteries that may be || At other times they float lazily near the surface, with just their nostrils, eyes, and the upper parts of their heads above the water."
parts_nf_1841_768644.txt-2891-42_parts_fic_1847_7152.txt-704-37,Closely Related,"So in regard to dress, a lady will sometimes purchase an elegant and expensive article, which, instead of attracting admiration from the eye of taste, will merely serve as a decoy to the painful contrast of all other parts of the dress. || Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you."
parts_nf_1843_747650.txt-2589-68_part_nf_1836_749613.txt-1941-9,Distantly Related,"For where known words are used, to which a distinct meaning has attached, the accustomed interpretation of them must be followed; and, as under the confederation, the words "" United States "" could not imply one whole, because the parts were kept distinct, so the same words can not, in the constitution, mean one whole, but the several parts. "" || After passing the Nebraska, the party halted for part of two days on the bank of the river, a little above Papillion Creek, to supply themselves with a stock of oars and poles from the tough wood of the ash, which is not met with higher up the Missouri."
parts_nf_1843_747650.txt-2589-68_parts_fic_1847_7152.txt-704-37,Closely Related,"For where known words are used, to which a distinct meaning has attached, the accustomed interpretation of them must be followed; and, as under the confederation, the words "" United States "" could not imply one whole, because the parts were kept distinct, so the same words can not, in the constitution, mean one whole, but the several parts. "" || Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you."
parts_nf_1844_755204.txt-1377-19_part_nf_1836_749613.txt-1941-9,Distantly Related,"termed ventricles are formed, which do not exist in fishes, reptiles, or birds; curiously organized parts, such as the corpora striata, are added; it is now the brain of the mammalia. || After passing the Nebraska, the party halted for part of two days on the bank of the river, a little above Papillion Creek, to supply themselves with a stock of oars and poles from the tough wood of the ash, which is not met with higher up the Missouri."
parts_nf_1844_755204.txt-1377-19_part_nf_2004_746260.txt-192-2,Distantly Related,"termed ventricles are formed, which do not exist in fishes, reptiles, or birds; curiously organized parts, such as the corpora striata, are added; it is now the brain of the mammalia. || should be part of a student's education (Lee 1967, 117, 121)."
parts_nf_1844_755204.txt-1377-19_parts_fic_1847_7152.txt-704-37,Distantly Related,"termed ventricles are formed, which do not exist in fishes, reptiles, or birds; curiously organized parts, such as the corpora striata, are added; it is now the brain of the mammalia. || Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you."
parts_nf_1847_749455.txt-1691-8_part_mag_1991_422282.txt-25-21,Distantly Related,"Several days were passed in touching at different parts of the coast, as they retraced their course; but everywhere the natives appeared to have caught the alarm, and assumed a menacing, and from their numbers a formidable, aspect. || When a Washington, D.C., woman complained in the mid-1970s of retaliation by a supervisor after she refused to take part in an "" after-hours affair, "" a federal judge ruled that the 1964 Civil Rights Act, which bars sex discrimination, did not apply."
parts_nf_1848_754438.txt-2588-3_part_fic_1832_8798.txt-1236-5,Distantly Related,"Vegetation in those parts is in general but a fifth more speedy than in Europe, even taking as an example the Platanus occidentalis, the tulip tree, and the Cupressus disticha, which reach from nine to fifteen feet in diameter. || Enter Barri from the inner part of the tent, guarded."
parts_nf_1848_772202.txt-971-9_part_fic_1822_8736.txt-1033-9,Distantly Related,"There is a set of men, in all parts of the country, who make a business of gambling, and league together to draw in unwary youth and strip them of all they possess, and of more, if they can lay their hands upon money not their own. || A. Arthur I shall be ready to do my part."
parts_nf_1848_772202.txt-971-9_parts_fic_1994_41307.txt-831-29,Distantly Related,"There is a set of men, in all parts of the country, who make a business of gambling, and league together to draw in unwary youth and strip them of all they possess, and of more, if they can lay their hands upon money not their own. || He seemed to be wearing a green silk tunic, not too clean, and not long enough, for she could see the complex heap of his private parts in the very centre of her rosy bed."
parts_nf_1852_748165.txt-888-18_parts_fic_1847_7152.txt-704-37,Distantly Related,"He will thus be able to purchase some of the simpler machines, by which some of the parts ol his process may be executed. || Go on your way, and fear nothing; for I will follow after, and see you safely to the wicket; and I think, while I am near, no three men in these parts will dare to harm you."
parts_nf_1857_755095.txt-581-3_part_fic_1966_10474.txt-9144-22,Distantly Related,"errand to those parts, and his surprise at meeting with English traders in a country to which England had no pretensions; intimating that, in future, any intruders of the kind would be rigorously dealt with. || Port Smith was rife with citizens ' committees, study groups, and action teams composed of people who had not taken part in civic affairs before."
parts_nf_1961_773666.txt-195-20_parts_nf_1857_755095.txt-581-3,Closely Related,"At other times they float lazily near the surface, with just their nostrils, eyes, and the upper parts of their heads above the water. || errand to those parts, and his surprise at meeting with English traders in a country to which England had no pretensions; intimating that, in future, any intruders of the kind would be rigorously dealt with."
parts_nf_1961_774087.txt-1516-16_part_fic_1966_10474.txt-9144-22,Distantly Related,"Dark Walnut on Red Gum Brush on and wipe off dark walnut wiping stain reduced equal parts with naphtha. || Port Smith was rife with citizens ' committees, study groups, and action teams composed of people who had not taken part in civic affairs before."
parts_nf_1962_774267.txt-608-18_part_mag_1991_422282.txt-25-21,Distantly Related,"In order to make this complex problem manageable it is necessary to break it down into its respective parts. || When a Washington, D.C., woman complained in the mid-1970s of retaliation by a supervisor after she refused to take part in an "" after-hours affair, "" a federal judge ruled that the 1964 Civil Rights Act, which bars sex discrimination, did not apply."
parts_nf_1962_774267.txt-608-18_part_news_1964_724263.txt-8-7,Identical,"In order to make this complex problem manageable it is necessary to break it down into its respective parts. || We will make these techniques a larger part of the training of the National Guard of the various states and we will make them available to local police forces as well, "" he said."
parts_nf_1962_774267.txt-608-18_part_news_1983_671249.txt-27-31,Distantly Related,"In order to make this complex problem manageable it is necessary to break it down into its respective parts. || // For a nation to conduct such a war, military analysts stress, much would depend on its ability to organize an effective civil defense that would enable a large part of the population to continue to house and feed itself."
parts_nf_1962_774267.txt-608-18_parts_fic_1832_7177.txt-509-4,Closely Related,In order to make this complex problem manageable it is necessary to break it down into its respective parts. || The folks in these parts have their own notions of the matter; but they don't like to speak freely on the subject.
parts_nf_1962_774267.txt-608-18_parts_mag_1829_553996.txt-397-44,Identical,"In order to make this complex problem manageable it is necessary to break it down into its respective parts. || Its nobility includes, we believe, from thirty to forty ancient members of the Empire, who, on the score of their great landed property, and the place they hold in public opinion, are well qualified to be the component parts of a House of Peers."
parts_nf_2009_774630.txt-100-13_part_mag_1849_525334.txt-600-55,Distantly Related,"On top of that, Mom hated any kind of talk about which parts of black people's bodies were good or bad, especially hair and skin. || Now supposing a constitution may embrace subjects of ordinary governments, an amendment may of course do the same; and then, with these systematic provisions for amending by the popular voice, our re * public begins in earnest to look and operate like a democracy; the state legislatures playing the insignificant part of preparing statutes for the people to enact."
parts_nf_2009_774630.txt-100-13_part_mag_1991_422282.txt-25-21,Distantly Related,"On top of that, Mom hated any kind of talk about which parts of black people's bodies were good or bad, especially hair and skin. || When a Washington, D.C., woman complained in the mid-1970s of retaliation by a supervisor after she refused to take part in an "" after-hours affair, "" a federal judge ruled that the 1964 Civil Rights Act, which bars sex discrimination, did not apply."
pin_fic_1835_7203.txt-1066-20_Pinning_mag_1970_282090.txt-31-0,Distantly Related,"must make the best selections; they therefore forego the trouble of forming an opinion of their own, and pin their faith upon the decisions -- or rather the practice, of the amateurs. || Pinning down a Barthelme story is obviously a surrealistic experience - rather like trying to explain a Groucho Marx joke to someone who has never heard of Groucho Marx."
pin_fic_1835_7203.txt-1066-20_pinned_fic_1851_746.txt-4622-94,Closely Related,"must make the best selections; they therefore forego the trouble of forming an opinion of their own, and pin their faith upon the decisions -- or rather the practice, of the amateurs. || Until Cabaco's published discovery, the sailors had little foreseen it, though to be sure when, after being a little while out of port, all hands had concluded the customary business of fitting the whaleboats for service; when some time after this Ahab was now and then found bestirring himself in the matter of making thole-pins with his own hands for what was thought to be one of the spare boats, and even solicitously cutting the small wooden skewers, which when the line is running out are pinned over the groove in the bow: when all this was observed in him, and particularly his solicitude in having an extra coat of sheathing in the bottom"
pin_fic_1835_7203.txt-1066-20_pinned_fic_1970_10536.txt-1861-17,Distantly Related,"must make the best selections; they therefore forego the trouble of forming an opinion of their own, and pin their faith upon the decisions -- or rather the practice, of the amateurs. || Slippery muslim or gauze over warm flesh but cold hands prodded him, rolled him over, pinned against fabric, what the hell happened to the bed?"
pin_fic_1835_7203.txt-1066-20_pinned_nf_1836_749613.txt-1827-7,Closely Related,"must make the best selections; they therefore forego the trouble of forming an opinion of their own, and pin their faith upon the decisions -- or rather the practice, of the amateurs. || Colter plucked up the pointed part, pinned the savage to the earth, and continued his flight."
pin_fic_1835_7203.txt-1066-20_pinning_fic_1822_7275.txt-189-74,Distantly Related,"must make the best selections; they therefore forego the trouble of forming an opinion of their own, and pin their faith upon the decisions -- or rather the practice, of the amateurs. || Untying a piece of crape which she had wound around her throat, (for she was never without some badge of mourning,) she stooped and gently wiped the tears from Jane's cheek, saying, in a low tone, "" Bottles full of odours, which are the tears of saints; "" then rising, she carefully closed the curtains, and busied herself for some minutes in pinning them together."
pin_fic_1840_8909.txt-1935-12_pinned_fic_1834_7012.txt-2400-67,Closely Related,"Lamato No, for Mammon I love him, and I will pin him tightly to me; why should not I run through a change? || It had caught, as if by providential direction, in the very chaos of combat, the figure that had sent forth the cry of affliction; and as he bestrid the body of Abdalla, and caught up the childish minstrel from his person, he shivered with a single stroke of his sabre, the spear that, in a moment, would have pinned to the earth both father and son. """
pin_fic_1852_9832.txt-611-3_pin_mag_1996_427618.txt-346-18,Closely Related,"I say I pin my faith to Jem Howard -- and trust, and c'nfid'nce, and all that sort ' thing. || The way we handle this stuff so recklessly, "" he complains, "" it's hard to pin anyone down or hold them liable. """
pin_fic_1852_9832.txt-611-3_pinned_fic_1970_10536.txt-1861-17,Closely Related,"I say I pin my faith to Jem Howard -- and trust, and c'nfid'nce, and all that sort ' thing. || Slippery muslim or gauze over warm flesh but cold hands prodded him, rolled him over, pinned against fabric, what the hell happened to the bed?"
pin_fic_1854_2820.txt-324-38_pin_fic_2009_36905.txt-225-7,Distantly Related,"at that booby, Bill Jeffrey, for the girls to laugh at, nor to draw any more pictures on her slate of the Dame Sobriety, as she called Julia, and lastly, not to pin any more chalk rags on the boys ' coats. || But the man himself was impossible to pin down."
pin_fic_1854_2820.txt-324-38_pinning_fic_2005_780528.txt-1288-30,Closely Related,"at that booby, Bill Jeffrey, for the girls to laugh at, nor to draw any more pictures on her slate of the Dame Sobriety, as she called Julia, and lastly, not to pin any more chalk rags on the boys ' coats. || INDUSTRIAL STREET - NIGHT 57 DEAD RECKONING RUMBLES along a dark street, plowing into a DERELICT CAR, knocking it aside and rolling it down a small embankment, pinning THREE DEAD THINGS beneath."
pin_fic_1855_2416.txt-209-5_pin_mag_1996_427618.txt-346-18,Distantly Related,"Each was disposed to "" pin his faith "" upon others. || The way we handle this stuff so recklessly, "" he complains, "" it's hard to pin anyone down or hold them liable. """
pin_fic_1855_2416.txt-209-5_pinned_mag_1858_506205.txt-390-11,Distantly Related,"Each was disposed to "" pin his faith "" upon others. || Indeed it looked more like a streak of forked lightning, pinned to the breast of the mountain, than a path for a living thing to tread"
pin_fic_1856_2749.txt-267-19_pinned_fic_1970_10536.txt-1861-17,Closely Related,"Just as you will have to, by and by, "" she replied; "" but come, pin your collar on, and come down to breakfast. "" || Slippery muslim or gauze over warm flesh but cold hands prodded him, rolled him over, pinned against fabric, what the hell happened to the bed?"
pin_fic_1857_9075.txt-657-20_pinned_fic_1843_7074.txt-1808-25,Closely Related,"It will be a fine chance for me to read those old letters of Grandma Vaughan's, and to pin up the bows for your new cap. || These, however, our two dogs, (of whom more hereafter,) soon smelled and finally gnawed clean off; when we pinned on thick half tanned leather, which swagging till the door dragged on the earth, we at last manufactured wooden hinges; and these remained till the dissolution of our colony."
pin_fic_1960_10400.txt-1601-8_pin_fic_1975_780112.txt-3849-5,Closely Related,"That's what the French do when they pin a medal on you. || Every time he tried to pin the thought into position, to guide it into focus, it slipped away, eluding him."
pin_fic_1971_780008.txt-1358-26_pin_mag_1996_427618.txt-346-18,Distantly Related,"My eyes, adjusting to the very faint light emitted from the frame, showed that rocks had been pounded in about the large box to pin it in place. || The way we handle this stuff so recklessly, "" he complains, "" it's hard to pin anyone down or hold them liable. """
pin_fic_1971_780008.txt-1358-26_pinning_fic_1971_782006.txt-2087-5,Distantly Related,"My eyes, adjusting to the very faint light emitted from the frame, showed that rocks had been pounded in about the large box to pin it in place. || A door was opened, pinning her against the stone wall, and a voice said, "" Get in, Mrs. Pollifax. """
pin_fic_1975_780112.txt-3849-5_pinned_fic_1849_7230.txt-1784-23,Closely Related,"Every time he tried to pin the thought into position, to guide it into focus, it slipped away, eluding him. || The shaft sped with such precision that it struck his left shoulder, pierced through the fleshy part of the arm, and pinned it to the tree."
pin_fic_1975_780112.txt-3849-5_pinning_fic_1971_782006.txt-2087-5,Closely Related,"Every time he tried to pin the thought into position, to guide it into focus, it slipped away, eluding him. || A door was opened, pinning her against the stone wall, and a voice said, "" Get in, Mrs. Pollifax. """
pin_fic_1978_780116.txt-1806-8_pinned_fic_1984_10714.txt-3436-9,Identical,"That man must think we're going to pin a medal on him. || To the pocket of his white turtleneck sweater was pinned a rectangular nameplate of the sort worn by soldiers: SINGER. """
pin_fic_1987_10752.txt-1623-6_pinned_fic_1851_746.txt-4622-94,Closely Related,"For reasons he couldn't altogether pin down, he still disliked Quantrill and always would. || Until Cabaco's published discovery, the sailors had little foreseen it, though to be sure when, after being a little while out of port, all hands had concluded the customary business of fitting the whaleboats for service; when some time after this Ahab was now and then found bestirring himself in the matter of making thole-pins with his own hands for what was thought to be one of the spare boats, and even solicitously cutting the small wooden skewers, which when the line is running out are pinned over the groove in the bow: when all this was observed in him, and particularly his solicitude in having an extra coat of sheathing in the bottom"
pin_fic_1994_41224.txt-342-44_pin_fic_1854_2820.txt-324-38,Closely Related,"She wasn't a flapper or a hussy, she wasn't a meek little housewifey blob, she wasn't a schoolmarm or a virgin battle-ax -- but somehow a bit of all of them, which meant that you could never quite pin her down or predict what person she was going to be next. || at that booby, Bill Jeffrey, for the girls to laugh at, nor to draw any more pictures on her slate of the Dame Sobriety, as she called Julia, and lastly, not to pin any more chalk rags on the boys ' coats."
pin_fic_2001_29262.txt-63-3_pinned_fic_1970_10535.txt-192-2,Closely Related,"He couldn't pin down a definite number, but he knew it was going to be a || Circular decals pinned to their waists announced them as Maxine, Victoria and Inez -- waitTHEELECTRIC COTILLION 29resses, not apparitions; their bare shoulders smelled of jasmine, and gorgeously colored plumes rose from their heads. """
pin_fic_2001_29262.txt-63-3_pinned_fic_2004_29550.txt-193-10,Closely Related,"He couldn't pin down a definite number, but he knew it was going to be a || Later, the crime might get "" solved, "" pinned on the shooter by a snitch in a plea-out."
pin_fic_2001_29262.txt-63-3_pinned_fic_2004_30978.txt-92-15,Closely Related,"He couldn't pin down a definite number, but he knew it was going to be a || If he felt caged at the windowless school, his brothers would feel handcuffed, pinned down, thoroughly imprisoned."
pin_fic_2001_32481.txt-147-17_pin_fic_1855_2416.txt-209-5,Closely Related,"It was like trying to roll over in bed, only to have Helga of the SS pin his shoulders back, saying, You vill sleep on your back and you vill like it. ' || Each was disposed to "" pin his faith "" upon others."
pin_fic_2001_32481.txt-147-17_pinned_fic_1970_10535.txt-192-2,Closely Related,"It was like trying to roll over in bed, only to have Helga of the SS pin his shoulders back, saying, You vill sleep on your back and you vill like it. ' || Circular decals pinned to their waists announced them as Maxine, Victoria and Inez -- waitTHEELECTRIC COTILLION 29resses, not apparitions; their bare shoulders smelled of jasmine, and gorgeously colored plumes rose from their heads. """
pin_fic_2001_32481.txt-147-17_pinned_fic_1982_10687.txt-4879-4,Closely Related,"It was like trying to roll over in bed, only to have Helga of the SS pin his shoulders back, saying, You vill sleep on your back and you vill like it. ' || Keep your fuckin eyes pinned open and if I get killed cause a you, so help me I'll come back an haunt you till the day I die."
pin_fic_2007_33460.txt-91-42_pin_fic_2009_36905.txt-225-7,Closely Related,"Anyway, this office works directly for the Director of Central Intelligence, which has advantages, because we don't have a lot of bureaucratic hoops to jump through, and a big disadvantage, since there's nobody else to pin the screwups on, so it's a bit of a high-wire act. || But the man himself was impossible to pin down."
pin_fic_2009_36905.txt-225-7_pin_fic_2001_32481.txt-147-17,Closely Related,"But the man himself was impossible to pin down. || It was like trying to roll over in bed, only to have Helga of the SS pin his shoulders back, saying, You vill sleep on your back and you vill like it. '"
pin_fic_2009_36905.txt-225-7_pinned_fic_1963_10432.txt-3514-3,Identical,"But the man himself was impossible to pin down. || When Penny, pinned off balance, repeats "" Please, "" the honest fear in her voice gives him an excuse to relent."
pin_fic_2009_36905.txt-225-7_pinned_fic_1977_780095.txt-3445-29,Distantly Related,"But the man himself was impossible to pin down. || We had had an extra fishing license made out in the name of Blanche DuBois (a fact Ribbo had not liked at all), and when we pinned it to Lenore's shirt, she climbed into the metaphor so quickly I wondered for a minute who the guides were here. """
pin_mag_1843_555150.txt-441-20_pinned_fic_1856_1281.txt-4925-41,Closely Related,"The feather that adorns the royal bird, supports his flight; strip him of his plumage, and you pin him to the earth. "" || Her face, too, always so broad, bright, and benevolent in its changes-is chastely framed in a crape border, so nicely crimped, so nicely tucked under her benevolent chin at one end, and so nicely pinned under the virtuous white lining at the other."
pin_mag_1843_555150.txt-441-20_pinned_fic_2004_29550.txt-193-10,Distantly Related,"The feather that adorns the royal bird, supports his flight; strip him of his plumage, and you pin him to the earth. "" || Later, the crime might get "" solved, "" pinned on the shooter by a snitch in a plea-out."
pin_mag_1843_555150.txt-441-20_pinning_fic_1993_25002.txt-864-10,Distantly Related,"The feather that adorns the royal bird, supports his flight; strip him of his plumage, and you pin him to the earth. "" || A maid had | done up her stubborn curls, pinning them into a knot at the back of her neck."
pin_mag_1964_244708.txt-26-29_pin_fic_1987_10752.txt-1623-6,Closely Related,"To prosecute an employer, the Federal Government would have to prove that his refusal to hire a Negro was "" willful "" - often a tough matter to pin down in court. || For reasons he couldn't altogether pin down, he still disliked Quantrill and always would."
pin_mag_1964_244708.txt-26-29_pinned_nf_1849_747900.txt-1682-31,Closely Related,"To prosecute an employer, the Federal Government would have to prove that his refusal to hire a Negro was "" willful "" - often a tough matter to pin down in court. || Indians consists of a petticoat, worn much shorter by the unmarried than by those that are married, and a scarf of sundry colors round the shoulders, which is pinned on one side of the chest with a topa, a large silver pin; but sometimes they use a spoon, the handle of which being pointed serves as a pin. """
