annotation_lbl,category,sentence
land_nf_1847_748116.txt-2453-2_land_fic_1966_10481.txt-1732-17,Identical,"Our own land still spreads out before the enterprising young man so many millions of untilled acres, that it would seem to be a plain indication of Providence, that for some time to come we should be an agricultural people. || Barbarians ' were allowed to build warehouses andTAI-PAN (72) BOOK Ifactories on a plot of land half a mile by two hundred yards at Canton; ' barbarians ' were totally confined to this walled-in area -- the Canton Settlement -- andcould stay only for the winter shipping season -- September until March -- when they must leave and go to Macao."
land_nf_1967_774106.txt-667-17_land_fic_1966_781993.txt-1898-33,Closely Related,"The knights are satisfied; they can now rest assured that baronial government will not subvert their land tenures. || Once they held large holdings of land, but they began to lose it, plot after plot, in all the ways a family destined for disaster can find to lose its land."
land_nf_1967_774106.txt-667-17_land_news_1991_619078.txt-39-3,Unrelated,"The knights are satisfied; they can now rest assured that baronial government will not subvert their land tenures. || When the feathers land, some piles will be bigger than others. """
land_nf_1973_773528.txt-286-11_land_fic_1975_10595.txt-3906-6,Closely Related,"development of an economic surplus, the differential possession of the land and its fruits became an additional criterion for evaluating families and individuals. || I 'm not sure how much land and what kind of land can tolerate that much water."
land_nf_1973_773528.txt-286-11_land_mag_1827_553793.txt-53-70,Identical,"development of an economic surplus, the differential possession of the land and its fruits became an additional criterion for evaluating families and individuals. || This definition is, however, essentially different from the other, and confounds that rent, "" which is paid for the use of the original and indestructible powers of the soil, "" with that paid in consequence of the advance in the price of raw produce from restrictions on the trade in corn, and the monopoly which in some countries is connected with the possession of land."
landing_nf_1995_777121.txt-337-16_land_fic_1966_10481.txt-1732-17,Unrelated,I looked up and stood dumbstruck to see an actual airplane come stuttering down to a landing - just like in the movie Wings. || Barbarians ' were allowed to build warehouses andTAI-PAN (72) BOOK Ifactories on a plot of land half a mile by two hundred yards at Canton; ' barbarians ' were totally confined to this walled-in area -- the Canton Settlement -- andcould stay only for the winter shipping season -- September until March -- when they must leave and go to Macao.
landing_nf_1995_777121.txt-337-16_land_nf_1973_773528.txt-286-11,Unrelated,"I looked up and stood dumbstruck to see an actual airplane come stuttering down to a landing - just like in the movie Wings. || development of an economic surplus, the differential possession of the land and its fruits became an additional criterion for evaluating families and individuals."
lands_mag_1822_553415.txt-22-1_land_fic_1966_781993.txt-1898-33,Unrelated,"He lands among us, falls into some circle, good or bad, as the case may be, hears them speak in strong terms of their party adversaries, is able to make none of that secret || Once they held large holdings of land, but they began to lose it, plot after plot, in all the ways a family destined for disaster can find to lose its land."
lands_mag_1822_553415.txt-22-1_land_fic_1975_10595.txt-3906-6,Unrelated,"He lands among us, falls into some circle, good or bad, as the case may be, hears them speak in strong terms of their party adversaries, is able to make none of that secret || I 'm not sure how much land and what kind of land can tolerate that much water."
lands_nf_1833_747716.txt-366-18_land_fic_1975_10595.txt-3906-6,Identical,"those sections, his conclusion was, that the ordinance contained no authority to a sub-delegate to grant lands in reward of any other services, of which description were those rendered by Soulard. || I 'm not sure how much land and what kind of land can tolerate that much water."
lands_nf_1833_747716.txt-366-18_land_news_1991_619078.txt-39-3,Unrelated,"those sections, his conclusion was, that the ordinance contained no authority to a sub-delegate to grant lands in reward of any other services, of which description were those rendered by Soulard. || When the feathers land, some piles will be bigger than others. """
lands_nf_1997_776918.txt-41-31_land_fic_1980_782022.txt-1850-13,Closely Related,"Although he did rescue Kiev from the Pechenegs (a nomadic Turkic population that occupied the steppe) in 968, Sviatoslav devoted most of his attention to establishing control over lands on the Danube river. || All the intelligence I had of him, from his house and his land and his train and his resident poets, had not prepared me for the impel sonal force of him, the frightening freedom of him."
lass_fic_1843_7208.txt-10532-32_Lass_mag_1835_565217.txt-61-8,Closely Related,"But when, as he got accustomed to the place, he accosted them with a gentle voice, said a complimentary word for their sign-board, with its full-length sailor's lass -- Hope upon her anchor, or sturdy Strength, standing square upon his pins -- they began at once to have a fancy for the old man. || Perfection whispered, passing by, Behold the Lass of Ballochmyle. '"
lass_fic_1843_7208.txt-10532-32_Lass_mag_1961_268246.txt-9-15,Undecidable,"But when, as he got accustomed to the place, he accosted them with a gentle voice, said a complimentary word for their sign-board, with its full-length sailor's lass -- Hope upon her anchor, or sturdy Strength, standing square upon his pins -- they began at once to have a fancy for the old man. || Just now it is nightfall, and a pretty, innocently mischievous girl (Barbara Lass) has arrived at the city's School of Geodetics, ready to enroll."
lass_fic_1849_583.txt-2574-50_lassi_fic_1998_43328.txt-581-6,Unrelated,"He wears a broad-brimmed, low-crowned hat; a huge roll of colored handkerchief about his neck, knowingly knotted and tucked in at the bosom; and has in summer-time a large bouquet of flowers in his buttonhole, the present, most probably, of some enamored country lass. || She took a swig of the lassi, finding it cool and tingly, feeling instantly better."
lass_fic_1854_9826.txt-1896-19_lassi_news_2006_623988.txt-62-17,Unrelated,""" I ' m afraid our acquaintance is going to be broke off for a little while, my lass, "" replied the captain. "" || The five choices (all $8) include one infused with lychee, another mixed with mango lassi and still another served up with a lemon wedge."
lass_fic_1980_10663.txt-1172-33_lasses_fic_1824_7211.txt-2276-17,Identical,"He considered himself one of the poor, but even the boy knew that this young man's parents had paid his education at the law -- whereas the rest, lad and lass alike, were in the mill or at the works or on the docks at twelve or fourteen. || The morning rose that ushered in the potato digging-day, in which numerous throngs of lads and lasses dressed in their best attire, with light and merry hearts came from all parts of the adjacent country, into the town of Larne; the lads to march to the work of charity and benevolence, the lasses to witness the procession, and reward their lovers as they passed them with their smiles."
lass_fic_1981_10675.txt-2101-6_lass_fic_1999_30509.txt-368-9,Identical,"If you want to leave the lass here, though, I'll look after her myself, and... "" "" You misunderstand me, "" Fiona said in a harsh voice. || "" Didn't you know how to swim, lass? """
lass_fic_1981_10675.txt-2101-6_lass_nf_1854_755030.txt-3112-24,Identical,"If you want to leave the lass here, though, I'll look after her myself, and... "" "" You misunderstand me, "" Fiona said in a harsh voice. || Meanwhile William and I were already on foot, and our mules were led on by the guide's daughter, a pretty little lass of ten or twelve, who accompanied us in the capacity of mule driver."
lass_fic_1981_10675.txt-2101-6_lasses_fic_1837_7395.txt-1589-33,Identical,"If you want to leave the lass here, though, I'll look after her myself, and... "" "" You misunderstand me, "" Fiona said in a harsh voice. || Especially was he beloved by the pretty girls along the Connecticut, whose favor he used to court by presents of the best smoking-tobacco in his stock; knowing well that the country lasses of New England are generally great performers"
lass_fic_1993_1040075.txt-3226-4_Lass_mag_1961_268246.txt-9-15,Undecidable,"A plump, lively lass: Mirina was her name. || Just now it is nightfall, and a pretty, innocently mischievous girl (Barbara Lass) has arrived at the city's School of Geodetics, ready to enroll."
lass_fic_1993_1040075.txt-3226-4_lasses_fic_1837_7395.txt-1589-33,Identical,"A plump, lively lass: Mirina was her name. || Especially was he beloved by the pretty girls along the Connecticut, whose favor he used to court by presents of the best smoking-tobacco in his stock; knowing well that the country lasses of New England are generally great performers"
lass_fic_1999_30509.txt-368-9_lass_fic_1849_583.txt-2574-50,Identical,""" Didn't you know how to swim, lass? "" || He wears a broad-brimmed, low-crowned hat; a huge roll of colored handkerchief about his neck, knowingly knotted and tucked in at the bosom; and has in summer-time a large bouquet of flowers in his buttonhole, the present, most probably, of some enamored country lass."
lass_fic_1999_30509.txt-368-9_lass_fic_2004_13808.txt-742-11,Identical,""" Didn't you know how to swim, lass? "" || house, a bag of tea, and one precious quadroon lass."
lass_fic_1999_30509.txt-368-9_lass_nf_1854_755030.txt-3112-24,Identical,""" Didn't you know how to swim, lass? "" || Meanwhile William and I were already on foot, and our mules were led on by the guide's daughter, a pretty little lass of ten or twelve, who accompanied us in the capacity of mule driver."
lass_fic_1999_30509.txt-368-9_lassi_fic_1998_43328.txt-581-6,Unrelated,""" Didn't you know how to swim, lass? "" || She took a swig of the lassi, finding it cool and tingly, feeling instantly better."
lass_mag_1995_415117.txt-3-23_lasses_fic_1824_7211.txt-2276-17,Unrelated,"The museum's two membership groups -- the Pacific Northwest Arts Council and the Contemporary Art Council -- had worked together with Pilchuck lass School executive director Marge Levy to organize the event, taking advantage of the presence in Seattle of the prestigious audience expected for Pilchuck's 25th-anniversary picnic the prior afternoon, as well as the distinguished artists, critics and art historians who occupied the stage. || The morning rose that ushered in the potato digging-day, in which numerous throngs of lads and lasses dressed in their best attire, with light and merry hearts came from all parts of the adjacent country, into the town of Larne; the lads to march to the work of charity and benevolence, the lasses to witness the procession, and reward their lovers as they passed them with their smiles."
lass_news_1974_731687.txt-9-3_lass_fic_1981_10675.txt-2101-6,Identical,"There, a lass in Tahitian garb was to purchase the first double ticket with chances at || If you want to leave the lass here, though, I'll look after her myself, and... "" "" You misunderstand me, "" Fiona said in a harsh voice."
lass_nf_1854_755030.txt-3112-24_lass_fic_1843_7208.txt-10532-32,Undecidable,"Meanwhile William and I were already on foot, and our mules were led on by the guide's daughter, a pretty little lass of ten or twelve, who accompanied us in the capacity of mule driver. || But when, as he got accustomed to the place, he accosted them with a gentle voice, said a complimentary word for their sign-board, with its full-length sailor's lass -- Hope upon her anchor, or sturdy Strength, standing square upon his pins -- they began at once to have a fancy for the old man."
lasses_fic_1824_7211.txt-2276-17_Lass_mag_1835_565217.txt-61-8,Undecidable,"The morning rose that ushered in the potato digging-day, in which numerous throngs of lads and lasses dressed in their best attire, with light and merry hearts came from all parts of the adjacent country, into the town of Larne; the lads to march to the work of charity and benevolence, the lasses to witness the procession, and reward their lovers as they passed them with their smiles. || Perfection whispered, passing by, Behold the Lass of Ballochmyle. '"
lasses_fic_1824_7211.txt-2276-17_lass_fic_1999_30509.txt-368-9,Closely Related,"The morning rose that ushered in the potato digging-day, in which numerous throngs of lads and lasses dressed in their best attire, with light and merry hearts came from all parts of the adjacent country, into the town of Larne; the lads to march to the work of charity and benevolence, the lasses to witness the procession, and reward their lovers as they passed them with their smiles. || "" Didn't you know how to swim, lass? """
lasses_fic_1837_7395.txt-1589-33_Lass_mag_1835_565217.txt-61-8,Undecidable,"Especially was he beloved by the pretty girls along the Connecticut, whose favor he used to court by presents of the best smoking-tobacco in his stock; knowing well that the country lasses of New England are generally great performers || Perfection whispered, passing by, Behold the Lass of Ballochmyle. '"
lassi_news_2006_623988.txt-62-17_lass_fic_1999_30509.txt-368-9,Unrelated,"The five choices (all $8) include one infused with lychee, another mixed with mango lassi and still another served up with a lemon wedge. || "" Didn't you know how to swim, lass? """
lassi_news_2006_623988.txt-62-17_lassi_fic_1998_43328.txt-581-6,Identical,"The five choices (all $8) include one infused with lychee, another mixed with mango lassi and still another served up with a lemon wedge. || She took a swig of the lassi, finding it cool and tingly, feeling instantly better."
maxim_fic_1835_7133.txt-1935-29_maxim_nf_2008_774727.txt-197-3,Identical,"inquired a young Bostonian, forgetful of his orthodox habits -- last Sabbath evening, twirling while he spoke a ticket in his fingers -- "" you know the maxim -- when one is in Rome "" -- "" I have not been here quite long enough yet to apply the rule, "" said I; "" is not the theatre open on other evenings of the week? "" || wielded his favorite maxim: "" It is easy to control a trained army but next to impossible to regulate a mob. """
maxim_mag_1849_525201.txt-349-29_MaxIm_mag_2004_413046.txt-47-7,Undecidable,"And instead of laying so much stress on opinion, as if this were the only matter of unity, how much better would it be to remember the maxim acted upon of old, by different parties in the Church, that "" Catholics, as Catholics, agree always in matters of faith, and good Catholics never break charity, but the best Catholics, as men, may vary in their opinions || Such familiar software names as TheSky, MaxIm DL, and Astronomer's Control Panel are installed on his machines."
maxim_mag_1849_525201.txt-349-29_Maxim_nf_1994_773479.txt-114-34,Undecidable,"And instead of laying so much stress on opinion, as if this were the only matter of unity, how much better would it be to remember the maxim acted upon of old, by different parties in the Church, that "" Catholics, as Catholics, agree always in matters of faith, and good Catholics never break charity, but the best Catholics, as men, may vary in their opinions || The St. Louis native had picked up most of his boxing experience in the military service, where he fought exhibition bouts with Joe Louis and former lightheavyweight champion of the world, Joey Maxim."
maxim_mag_1994_425913.txt-107-45_Maxim_fic_1969_10521.txt-571-8,Undecidable,"At Re-Imagining, the audience was invited to supply its own names for God: divine ancestor, mother God, lover, alpha and omega, fire of love, she who is eternal, Sophia, earth mother, spirit woman, cosmic maxim, ninjan, womb of creation, prime mover, and yin and yang. || Gregory had a chef who had worked at Maxim's in Paris."
maxim_mag_1994_425913.txt-107-45_maxims_fic_1860_2807.txt-342-10,Closely Related,"At Re-Imagining, the audience was invited to supply its own names for God: divine ancestor, mother God, lover, alpha and omega, fire of love, she who is eternal, Sophia, earth mother, spirit woman, cosmic maxim, ninjan, womb of creation, prime mover, and yin and yang. || He had, moreover, violated one of his own maxims, in talking incessantly while imbibing his liquor; so she took advantage of the next pause in his conversation to leave the table."
maxim_mag_1994_425913.txt-107-45_maxims_mag_1826_553699.txt-30-27,Closely Related,"At Re-Imagining, the audience was invited to supply its own names for God: divine ancestor, mother God, lover, alpha and omega, fire of love, she who is eternal, Sophia, earth mother, spirit woman, cosmic maxim, ninjan, womb of creation, prime mover, and yin and yang. || , and coinmotion from within; to secure peace and prosperity at home, and importance and respect abroad; to settle on definite grounds those political maxims, which for ages unnumbered will regulate the intercourse of nations, whose infancy will soon grow into a powerful manhood; to concert all the plans, in short, which wisdom can devise, and union execute, for increasing the strength and prosperity of every branch of the confederacy; these are some of the points to be considered at the Congress of Panam * m."
maxim_mag_1999_392561.txt-157-23_maxims_nf_1837_772749.txt-870-3,Identical,"If the bulk of the 20th century was defined by American military might, its last decade may be summed up by this maxim: "" We are all Americans now, like it or not. "" || These are the maxims of peace and charity, which it is in the power of the females of our country to advocate, both by example and by entreaties."
maxim_nf_1837_772749.txt-855-6_Maxim_fic_1963_16356.txt-79-8,Undecidable,"There are no occasions when this maxim is more needed, than when we wish to modify the opinions, or alter the practices of our fellow-men. || NARRATOR 'S VOICEIf you want a night-cap at Maxim's, it's too late -- it's been closed for hours."
maxim_nf_2008_774727.txt-197-3_maxim_mag_1999_392561.txt-157-23,Identical,"wielded his favorite maxim: "" It is easy to control a trained army but next to impossible to regulate a mob. "" || If the bulk of the 20th century was defined by American military might, its last decade may be summed up by this maxim: "" We are all Americans now, like it or not. """
maxims_fic_1858_1282.txt-245-20_maxims_nf_1841_747644.txt-1130-35,Identical,"My mother also exercised a wise discretion in the selection of such books as she thought would afford me "" maxims of guidance, "" as she called it, through the world. || The writings of Quisne, Turgot, and the friends of those authors, are of a serious kind; but they labored under the same disadvantage with Montesquieu; their writings abound with moral maxims of government, but are rather directed to economize and reform the administration of"
maxims_fic_1860_2807.txt-342-10_MaxIm_mag_2004_413046.txt-47-7,Undecidable,"He had, moreover, violated one of his own maxims, in talking incessantly while imbibing his liquor; so she took advantage of the next pause in his conversation to leave the table. || Such familiar software names as TheSky, MaxIm DL, and Astronomer's Control Panel are installed on his machines."
maxims_fic_1860_2807.txt-342-10_maxim_mag_1849_525201.txt-349-29,Identical,"He had, moreover, violated one of his own maxims, in talking incessantly while imbibing his liquor; so she took advantage of the next pause in his conversation to leave the table. || And instead of laying so much stress on opinion, as if this were the only matter of unity, how much better would it be to remember the maxim acted upon of old, by different parties in the Church, that "" Catholics, as Catholics, agree always in matters of faith, and good Catholics never break charity, but the best Catholics, as men, may vary in their opinions"
maxims_fic_1860_2807.txt-342-10_maxim_nf_2008_774727.txt-197-3,Identical,"He had, moreover, violated one of his own maxims, in talking incessantly while imbibing his liquor; so she took advantage of the next pause in his conversation to leave the table. || wielded his favorite maxim: "" It is easy to control a trained army but next to impossible to regulate a mob. """
maxims_mag_1826_553699.txt-30-27_maxims_nf_1964_774160.txt-452-13,Identical,", and coinmotion from within; to secure peace and prosperity at home, and importance and respect abroad; to settle on definite grounds those political maxims, which for ages unnumbered will regulate the intercourse of nations, whose infancy will soon grow into a powerful manhood; to concert all the plans, in short, which wisdom can devise, and union execute, for increasing the strength and prosperity of every branch of the confederacy; these are some of the points to be considered at the Congress of Panam * m. || It is not difficult to produce an anthology of beautiful Hasidic tales and maxims on the subject of prayer, but to do this without reference to the system as a whole is to present a half-truth."
maxims_mag_1834_564662.txt-160-8_maxim_mag_1849_525201.txt-349-29,Identical,"All men felt ready to act upon the maxims and motto of a patriotic society, which assumed for its title side toi, le Cici t || And instead of laying so much stress on opinion, as if this were the only matter of unity, how much better would it be to remember the maxim acted upon of old, by different parties in the Church, that "" Catholics, as Catholics, agree always in matters of faith, and good Catholics never break charity, but the best Catholics, as men, may vary in their opinions"
maxims_mag_1834_564662.txt-160-8_maxims_fic_1860_2807.txt-342-10,Identical,"All men felt ready to act upon the maxims and motto of a patriotic society, which assumed for its title side toi, le Cici t || He had, moreover, violated one of his own maxims, in talking incessantly while imbibing his liquor; so she took advantage of the next pause in his conversation to leave the table."
maxims_nf_1837_772749.txt-870-3_maxim_nf_2008_774727.txt-197-3,Identical,"These are the maxims of peace and charity, which it is in the power of the females of our country to advocate, both by example and by entreaties. || wielded his favorite maxim: "" It is easy to control a trained army but next to impossible to regulate a mob. """
maxims_nf_1841_747644.txt-1130-35_Maxim_mag_1989_328866.txt-11-14,Undecidable,"The writings of Quisne, Turgot, and the friends of those authors, are of a serious kind; but they labored under the same disadvantage with Montesquieu; their writings abound with moral maxims of government, but are rather directed to economize and reform the administration of || -- A daring Norwegian rescue saves more than 900 aboard the Soviet cruise liner Maxim Gorky."
maxims_nf_1841_747644.txt-1130-35_maxims_fic_1860_2807.txt-342-10,Identical,"The writings of Quisne, Turgot, and the friends of those authors, are of a serious kind; but they labored under the same disadvantage with Montesquieu; their writings abound with moral maxims of government, but are rather directed to economize and reform the administration of || He had, moreover, violated one of his own maxims, in talking incessantly while imbibing his liquor; so she took advantage of the next pause in his conversation to leave the table."
maxims_nf_1841_747644.txt-1130-35_maxims_nf_1837_772749.txt-870-3,Identical,"The writings of Quisne, Turgot, and the friends of those authors, are of a serious kind; but they labored under the same disadvantage with Montesquieu; their writings abound with moral maxims of government, but are rather directed to economize and reform the administration of || These are the maxims of peace and charity, which it is in the power of the females of our country to advocate, both by example and by entreaties."
multitude_fic_1835_7353.txt-556-6_multitudes_nf_1820_756262.txt-2475-41,Identical,"He quailed not before the angry multitude, nor at the threatening weapon, but the eloquent eye of Norma thrills him with awe. || "" You admit, if I understood you, that the testimony of the apostles, concerning the resurrection of Jesus, had it not been accompanied with plain and astonishing miracles in the open day, and before the surrounding multitudes, who had ocular demonstration of their truth, would have been entitled to no more credit than the testimony of Mrs. A -- --, respecting her conversation with her deceased husband."
multitude_fic_1836_7111.txt-1106-10_multitude_fic_1998_43267.txt-273-9,Distantly Related,"and his eyes passed quickly over the silent and moody multitude, each man, as he dropped his own, felt that they were fixed individually upon himself. "" || What made the father be so preoccupied with his multitude of questions"
multitude_fic_1836_7111.txt-1106-10_multitudes_mag_1827_553832.txt-157-33,Identical,"and his eyes passed quickly over the silent and moody multitude, each man, as he dropped his own, felt that they were fixed individually upon himself. "" || Its remotest provinces were in concert; what was maturing in Moldavia and Wallachia, was known in Constantinople, in the Morca, aug in Albania; and with all the // multitudes that must have participated in these dangerous counsels, the explosion, though in reality at last accidental and unconcerted, did"
multitude_fic_1839_7296.txt-4829-41_multitude_fic_1828_7245.txt-310-17,Closely Related,"It was now that the unfortunate Nicuesa put in exercise all of his former grace and courtesy of manner, and all of his most persuasive forms of eloquence, in order to produce some change in the disposition of the multitude. || As if it were a mark of deplorable fatuity for a babe to believe now as a multitude of wise and great and gifted men have heretofore believed in every age of the world!"
multitude_fic_1839_7296.txt-4829-41_multitude_news_1997_611585.txt-28-4,Distantly Related,"It was now that the unfortunate Nicuesa put in exercise all of his former grace and courtesy of manner, and all of his most persuasive forms of eloquence, in order to produce some change in the disposition of the multitude. || Therefore we have a multitude of issues to work out. """
multitude_fic_1963_10432.txt-3699-17_multitude_fic_1836_7111.txt-1106-10,Distantly Related,"And when he and his father at last leave the school and go into the snow the multitude of flakes seems to have been releasedby his profanation. || and his eyes passed quickly over the silent and moody multitude, each man, as he dropped his own, felt that they were fixed individually upon himself. """
multitude_fic_1963_10432.txt-3699-17_multitude_news_1997_611585.txt-28-4,Identical,"And when he and his father at last leave the school and go into the snow the multitude of flakes seems to have been releasedby his profanation. || Therefore we have a multitude of issues to work out. """
multitude_fic_1998_43267.txt-273-9_multitudes_fic_1848_3752.txt-5808-26,Closely Related,"What made the father be so preoccupied with his multitude of questions || Notwithstanding her experience of the harsh and cruel spirit of Aurelian, notwithstanding the unnecessary destruction, for any national or political object, of the multitudes of Palmyra, still she inclines to confide in him."
multitude_mag_1975_491479.txt-203-15_multitude_fic_1963_10432.txt-3699-17,Identical,"The land surrounding the Kansas City International Airport for 100 square miles, encompassing a multitude of communities, counties and the two states, is zoned according to a master plan. "" || And when he and his father at last leave the school and go into the snow the multitude of flakes seems to have been releasedby his profanation."
multitude_mag_1975_491479.txt-203-15_multitudes_mag_1970_479117.txt-164-8,Identical,"The land surrounding the Kansas City International Airport for 100 square miles, encompassing a multitude of communities, counties and the two states, is zoned according to a master plan. "" || As children, we appreciated especially the unsparing multitudes of other children in the 11.6inerstadt."
multitude_mag_2006_384528.txt-194-24_multitude_fic_1963_10432.txt-3699-17,Identical,"Then he'd gone straight downstairs to the watch commander's office and asked to be reassigned to the day watch, citing a multitude of personal and even health reasons, all of them lies. || And when he and his father at last leave the school and go into the snow the multitude of flakes seems to have been releasedby his profanation."
multitude_news_1997_611585.txt-28-4_multitude_fic_1835_7353.txt-556-6,Distantly Related,"Therefore we have a multitude of issues to work out. "" || He quailed not before the angry multitude, nor at the threatening weapon, but the eloquent eye of Norma thrills him with awe."
multitude_news_1997_611585.txt-28-4_multitude_mag_1986_480696.txt-13-12,Identical,"Therefore we have a multitude of issues to work out. "" || What the public is offered in the name of Art is a multitude of objects and performances that differ significantly in quality and in kind."
multitude_news_1997_611585.txt-28-4_multitude_mag_2006_384528.txt-194-24,Identical,"Therefore we have a multitude of issues to work out. "" || Then he'd gone straight downstairs to the watch commander's office and asked to be reassigned to the day watch, citing a multitude of personal and even health reasons, all of them lies."
multitude_news_1997_611585.txt-28-4_multitude_nf_1849_748017.txt-402-51,Closely Related,"Therefore we have a multitude of issues to work out. "" || Prynne lost the remainder of his ears in the pillory; and the punishment was inflicted on them all with extreme and designed cruelty; which /z/ they endured, as martyrs always endure suffering, so heroically as to excite a deep impression of sympathy and resentment in the assembled multitude."
multitude_nf_1849_748017.txt-402-51_multitude_mag_1975_491479.txt-203-15,Closely Related,"Prynne lost the remainder of his ears in the pillory; and the punishment was inflicted on them all with extreme and designed cruelty; which /z/ they endured, as martyrs always endure suffering, so heroically as to excite a deep impression of sympathy and resentment in the assembled multitude. || The land surrounding the Kansas City International Airport for 100 square miles, encompassing a multitude of communities, counties and the two states, is zoned according to a master plan. """
multitudes_fic_1848_3752.txt-5808-26_multitude_fic_1963_10432.txt-3699-17,Distantly Related,"Notwithstanding her experience of the harsh and cruel spirit of Aurelian, notwithstanding the unnecessary destruction, for any national or political object, of the multitudes of Palmyra, still she inclines to confide in him. || And when he and his father at last leave the school and go into the snow the multitude of flakes seems to have been releasedby his profanation."
multitudes_fic_1848_3752.txt-5808-26_multitudes_fic_1970_782000.txt-1012-66,Identical,"Notwithstanding her experience of the harsh and cruel spirit of Aurelian, notwithstanding the unnecessary destruction, for any national or political object, of the multitudes of Palmyra, still she inclines to confide in him. || Then an odd following thought came to him: Saul of Tarsus was indeed a Titan, though but fourteen as yet, and the superstitious Greek -- who denounced all superstition as unworthy of an enlightened man -- seemed to glimpse the future when Saul would walk among men with authority and even with terror, hurling that voice of his into the face of multitudes."
multitudes_fic_1970_782000.txt-1012-66_multitudes_mag_1827_553832.txt-157-33,Identical,"Then an odd following thought came to him: Saul of Tarsus was indeed a Titan, though but fourteen as yet, and the superstitious Greek -- who denounced all superstition as unworthy of an enlightened man -- seemed to glimpse the future when Saul would walk among men with authority and even with terror, hurling that voice of his into the face of multitudes. || Its remotest provinces were in concert; what was maturing in Moldavia and Wallachia, was known in Constantinople, in the Morca, aug in Albania; and with all the // multitudes that must have participated in these dangerous counsels, the explosion, though in reality at last accidental and unconcerted, did"
multitudes_mag_1827_553832.txt-157-33_multitudes_fic_1848_3752.txt-5808-26,Identical,"Its remotest provinces were in concert; what was maturing in Moldavia and Wallachia, was known in Constantinople, in the Morca, aug in Albania; and with all the // multitudes that must have participated in these dangerous counsels, the explosion, though in reality at last accidental and unconcerted, did || Notwithstanding her experience of the harsh and cruel spirit of Aurelian, notwithstanding the unnecessary destruction, for any national or political object, of the multitudes of Palmyra, still she inclines to confide in him."
multitudes_mag_1970_479117.txt-164-8_multitude_fic_1836_7111.txt-1106-10,Closely Related,"As children, we appreciated especially the unsparing multitudes of other children in the 11.6inerstadt. || and his eyes passed quickly over the silent and moody multitude, each man, as he dropped his own, felt that they were fixed individually upon himself. """
multitudes_mag_1989_328181.txt-2-36_multitude_fic_1839_7296.txt-4829-41,Closely Related,"Included is his Russia, the Soul of the People, symbolic of Russia's historical spiritual quest, depicting the religious philosopher Vladimir Solovyov and Leo Tolstoy walking along the banks of the Volga among multitudes of Russian people of different epochs. || It was now that the unfortunate Nicuesa put in exercise all of his former grace and courtesy of manner, and all of his most persuasive forms of eloquence, in order to produce some change in the disposition of the multitude."
multitudes_mag_1989_328181.txt-2-36_multitude_mag_2006_384528.txt-194-24,Identical,"Included is his Russia, the Soul of the People, symbolic of Russia's historical spiritual quest, depicting the religious philosopher Vladimir Solovyov and Leo Tolstoy walking along the banks of the Volga among multitudes of Russian people of different epochs. || Then he'd gone straight downstairs to the watch commander's office and asked to be reassigned to the day watch, citing a multitude of personal and even health reasons, all of them lies."
multitudes_mag_1992_396526.txt-82-7_multitudes_mag_1970_479117.txt-164-8,Closely Related,"But by now the others, the multitudes, have fallen hard for him. || As children, we appreciated especially the unsparing multitudes of other children in the 11.6inerstadt."
multitudes_nf_1820_756262.txt-2475-41_multitudes_mag_1989_328181.txt-2-36,Identical,""" You admit, if I understood you, that the testimony of the apostles, concerning the resurrection of Jesus, had it not been accompanied with plain and astonishing miracles in the open day, and before the surrounding multitudes, who had ocular demonstration of their truth, would have been entitled to no more credit than the testimony of Mrs. A -- --, respecting her conversation with her deceased husband. || Included is his Russia, the Soul of the People, symbolic of Russia's historical spiritual quest, depicting the religious philosopher Vladimir Solovyov and Leo Tolstoy walking along the banks of the Volga among multitudes of Russian people of different epochs."
ounce_fic_1843_7208.txt-2803-15_ounce_mag_1996_65462.txt-65-39,Distantly Related,"solitary confinement's dry work as the gad-fly thought when he was corked in an ounce vial! "" || // It seemed especially fitting that Cigar, on the occasion of staking that claim, should deliver his greatest effort as a racehorse and the most desperate, dramatic performance of his life, one in which every ounce of him was tested through the final 200 yards."
ounce_fic_1843_7208.txt-2803-15_ounces_mag_2006_427857.txt-556-27,Identical,"solitary confinement's dry work as the gad-fly thought when he was corked in an ounce vial! "" || PAM All Natural Olive Oil Cooking Spray 1 (13.8-ounce) can refrigerated pizza crust teaspoon ground cumin 1 cup black bean-and-corn salsa 1 cup (4 ounces) shredded sharp Cheddar CHEESE 1 cup diced cooked PILGRIM 'S PRIDE Boneless, Skinless Chicken Breasts 4 slices OSCAR MAYER Ready To Serve Bacon, diced red onion, thinly sliced and separated into rings cup diced seeded plum tomatoes 1 cup (4 ounces) shredded Mexican FOUR-CHEESE BLEND 2 small jalapeo peppers, sliced and seeded 1 ripe avocado 1 lime, halved Sour cream Chopped fresh cilantro 1."
ounce_fic_1843_7208.txt-2803-15_ounces_news_1988_670746.txt-75-16,Identical,"solitary confinement's dry work as the gad-fly thought when he was corked in an ounce vial! "" || Bollinger Veal With Mustard Seed Preparation time: 10 minutes Cooking time: 20 minutes 14 ounces wild mushrooms, perhaps oyster mushrooms or chanterelles 5 tablespoons butter 1 small clove garlic, minced 1 cup creme fraiche 1 teaspoon whole mustard seeds 2 teaspoons whole-grain mustard Salt and freshly ground black pepper, to taste 1 teaspoon lemon juice 1 tablespoon olive oil 16 to 18 ounces boneless veal, cut into medallions 3/4-inch thick 2 tablespoons chopped chives."
